863051065035197;S-2651;2023-12-19 11:26:02.089536
866854050165789;S-2651;2023-12-19 11:26:25.928492
868345031761836;S-2333;2023-12-19 11:26:37.757555
866854050027096;S-2651;2023-12-19 11:26:49.429798
866854055184249;S-2651;2023-12-19 11:27:36.153110
868345039607304;S-2333;2023-12-19 11:28:00.876696
862057047620551;S-2551;2023-12-19 11:28:12.739670
862531041263154;S-2433;2023-12-19 11:28:24.439057
868184060303537;S-2433;2023-12-19 11:28:36.451797
866854055216637;S-2651;2023-12-19 11:28:48.183477
868345031734973;S-2333;2023-12-19 11:28:59.890939
866854055211679;S-2651;2023-12-19 11:30:46.244213
864495036087465;*?V;2023-12-19 11:30:57.945733
866854050003733;S-2651;2023-12-19 11:31:21.431907
862531049180814;S-2433;2023-12-19 11:31:45.214456
864495034295839;*?V;2023-12-19 11:32:20.636782
860803061496630;S-4752;2023-12-19 11:33:19.256428
868345031718802;S-2333;2023-12-19 11:33:54.372117
866192036044608;S-2333;2023-12-19 11:34:06.084571
866795037100839;S-2423;2023-12-19 11:34:17.781109
868184066705883;S-2433;2023-12-19 11:34:41.216510
866795039002868;S-2651;2023-12-19 11:34:52.937050
868204002383288;*?V;2023-12-19 11:36:14.988359
862531048834163;S-2433;2023-12-19 11:36:50.110877
862531043133421;S-2651;2023-12-19 11:37:13.552330
866854050024044;S-2651;2023-12-19 11:37:25.287556
866854050053308;S-2651;2023-12-19 11:38:00.386376
865532042833547;S-2333;2023-12-19 11:38:12.061679
862531048796305;S-2433;2023-12-19 11:38:23.769964
866854050027880;S-2651;2023-12-19 11:38:35.473348
862531048346150;S-2433;2023-12-19 11:39:10.570930
862531048351358;S-2433;2023-12-19 11:40:44.429767
869627037873072;S-2551;2023-12-19 11:42:18.296342
868204007572927;*?V;2023-12-19 11:43:17.828518
862531044695576;S-2651;2023-12-19 11:44:04.688872
862531045941599;S-2433;2023-12-19 11:44:16.496683
864495036088117;*?V;2023-12-19 11:44:28.254532
866854055346756;S-2651;2023-12-19 11:44:40.063291
861785005444181;*?V;2023-12-19 11:44:51.782935
867793036150300;S-2333;2023-12-19 11:45:15.202669
869696049957090;S-2551;2023-12-19 11:46:25.629952
868345031807639;S-2333;2023-12-19 11:47:24.328829
866854053795939;S-2651;2023-12-19 11:47:36.225632
866854055325370;S-2651;2023-12-19 11:48:11.506229
866854053792712;S-2651;2023-12-19 11:48:58.313490
862531043618363;S-2651;2023-12-19 11:49:21.808176
863051064702284;S-2651;2023-12-19 11:49:33.496658
868204007554446;*?V;2023-12-19 11:49:45.210363
866854053789387;S-2433;2023-12-19 11:50:08.590355
866854050176414;S-2651;2023-12-19 11:50:20.322814
868204002587946;*?V;2023-12-19 11:50:32.113215
866854052172056;S-2651;2023-12-19 11:50:43.921948
866795036107728;S-2423;2023-12-19 11:51:30.741803
862531048010624;S-2433;2023-12-19 11:51:54.183836
869286034919238;S-2333;2023-12-19 11:52:29.808399
868926035515516;S-2333;2023-12-19 11:53:04.829263
866854055379260;S-2651;2023-12-19 11:54:15.177440
862531045592582;S-2433;2023-12-19 11:54:26.889930
861693031112675;*?V;2023-12-19 11:54:38.632653
867157046275756;S-2333;2023-12-19 11:55:02.136885
866854056423992;S-2421;2023-12-19 11:55:13.822577
866854054443380;S-2651;2023-12-19 11:55:48.931275
